full_part_number,section,subsection,position_details
A09P1A4F,How to order,,"Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(09): Configuration 09 | Pos4(P): Plug | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value"
C15S1A4R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(15): Configuration 15 | Pos4(S): Socket | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value"
C15S1A3R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(15): Configuration 15 | Pos4(S): Socket | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value"
C15S1B4F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(15): Configuration 15 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value"
C15S1B3F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(15): Configuration 15 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value"
C15S1B4R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(15): Configuration 15 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value"
C15S1B3R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(15): Configuration 15 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value"
C15SA44F,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(15): Configuration 15 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value
C15SA43F,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(15): Configuration 15 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value
C15SA44R,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(15): Configuration 15 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value
C15SA43R,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(15): Configuration 15 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value
C25P1A4F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value"
C25P1A3F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value"
C25P1A4R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value"
C25P1A3R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value"
C25P1B4F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value"
C25P1B3F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value"
C25P1B4R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value"
C25P1B3R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value"
C25PA44F,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(A4): MIL (0.88mm) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value
C25PA43F,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(A4): MIL (0.88mm) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value
C25PA44R,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(A4): MIL (0.88mm) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value
C25PA43R,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(P): Plug | Pos5(A4): MIL (0.88mm) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value
C25S1A4F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value"
C25S1A3F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value"
C25S1A4R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value"
C25S1A3R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value"
C25S1B4F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value"
C25S1B3F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value"
C25S1B4R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value"
C25S1B3R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value"
C25SA44F,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value
C25SA43F,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value
C25SA44R,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value
C25SA43R,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(25): Configuration 25 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value
C37P1A4F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value"
C37P1A3F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value"
C37P1A4R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value"
C37P1A3R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value"
C37P1B4F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value"
C37P1B3F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value"
C37P1B4R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value"
C37P1B3R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value"
C37PA44F,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(A4): MIL (0.88mm) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value
C37PA43F,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(A4): MIL (0.88mm) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value
C37PA44R,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(A4): MIL (0.88mm) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value
C37PA43R,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(P): Plug | Pos5(A4): MIL (0.88mm) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value
C37S1A4F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value"
C37S1A3F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value"
C37S1A4R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value"
C37S1A3R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(1A): European (10.3mm, 2.54mm pitch) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value"
C37S1B4F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value"
C37S1B3F,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value"
C37S1B4R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value"
C37S1B3R,How to order,,"Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(1B): European (10.3mm, 2.84mm pitch) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value"
C37SA44F,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(4F): Front screwlock 4-40 | Pos7(): Fixed value
C37SA43F,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(3F): Front screwlock M3 | Pos7(): Fixed value
C37SA44R,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(4R): Rear insert 4-40 | Pos7(): Fixed value
C37SA43R,How to order,,Pos1(): Fixed value | Pos2(C): Shell size C | Pos3(37): Configuration 37 | Pos4(S): Socket | Pos5(A4): MIL (0.88mm) | Pos6(3R): Rear insert M3 | Pos7(): Fixed value
